cleartimestamp,model,chain_model,prompt_mode,persona_id,variable,question_short,run,answer,prompt_tokens,completion_tokens,total_tokens,error,raw_response
2026-04-27T19:27:58.330943+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1386,richwork,If you were to get enough money to live as comfort...,1,1.0,667,2,669,,1
2026-04-27T19:27:58.364762+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1386,trust,"Generally speaking, would you say that most people...",1,2.0,657,1,658,,2
2026-04-27T19:27:58.374596+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1386,satjob,"On the whole, how satisfied are you with the work ...",1,2.0,673,1,674,,2
2026-04-27T19:27:58.407228+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,abhlth,Please tell me whether or not you think it should ...,1,2.0,617,2,619,,2
2026-04-27T19:27:58.443066+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,abrape,Please tell me whether or not you think it should ...,1,2.0,603,2,605,,2
2026-04-27T19:27:58.870291+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,gunlaw,Would you favor or oppose a law which would requir...,1,2.0,600,2,602,,2
2026-04-27T19:27:58.900850+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,cappun,Do you favor or oppose the death penalty for perso...,1,2.0,590,1,591,,2
2026-04-27T19:27:58.979443+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,abdefect,Please tell me whether or not you think it should ...,1,2.0,608,1,609,,2
2026-04-27T19:27:59.060463+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,abpoor,Please tell me whether or not you think it should ...,1,2.0,608,2,610,,2
2026-04-27T19:27:59.379098+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,homosex,What is your opinion about sexual relations betwee...,1,2.0,627,1,628,,2
2026-04-27T19:27:59.450993+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,pornlaw,Which of these statements comes closest to your fe...,1,1.0,681,2,683,,1
2026-04-27T19:27:59.540717+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,grass,Do you think the use of marijuana should be made l...,1,2.0,591,2,593,,2
2026-04-27T19:27:59.744441+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,premarsx,If a man and woman have sexual relations before ma...,1,1.0,623,1,624,,1
2026-04-27T19:27:59.808098+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,xmarsex,What is your opinion about a married person having...,1,1.0,626,2,628,,1
2026-04-27T19:27:59.938825+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,fechld,To what extent do you you agree or disagree that: ...,1,3.0,624,1,625,,3
2026-04-27T19:27:59.982957+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,fefam,Please read the following statement and indicate w...,1,1.0,637,1,638,,1
2026-04-27T19:28:00.118341+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,fepresch,Please read the following statement and indicate w...,1,2.0,623,1,624,,2
2026-04-27T19:28:00.255507+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,affrmact,Some people say that because of past discriminatio...,1,1.0,649,1,650,,1
2026-04-27T19:28:00.345025+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1386,conarmy,I am going to name some institutions in this count...,1,2.0,677,2,679,,2
2026-04-27T19:28:00.347688+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,eqwlth,Some people think that the government in Washingto...,1,3.0,741,2,743,,3
2026-04-27T19:28:00.426488+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,immcrime,There are different opinions about immigrants from...,1,3.0,646,1,647,,3
2026-04-27T19:28:00.610873+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,immameco,There are different opinions about immigrants from...,1,2.0,646,2,648,,2
2026-04-27T19:28:00.793198+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,spkath,There are always some people whose ideas are consi...,1,2.0,638,2,640,,2
2026-04-27T19:28:01.238801+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,colmslm,Consider a Muslim clergyman who preaches hatred of...,1,2.0,611,1,612,,2
2026-04-27T19:28:01.729957+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,god,Tell me which statement comes closest to expressin...,1,6.0,776,2,778,,6
2026-04-27T19:28:01.978927+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1345,nataid,"We are faced with many problems in this country, n...",1,2.0,727,2,729,,2
2026-04-27T19:28:01.992758+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1345,natenvir,"We are faced with many problems in this country, n...",1,1.0,731,2,733,,1
2026-04-27T19:28:02.244323+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,bible,Which of these statements comes closest to describ...,1,1.0,719,2,721,,1
2026-04-27T19:28:02.472358+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,confed,I am going to name some institutions in this count...,1,1.0,634,2,636,,1
2026-04-27T19:28:02.518915+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,conpress,I am going to name some institutions in this count...,1,2.0,630,2,632,,2
2026-04-27T19:28:06.369092+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,natspac,"We are faced with many problems in this country, n...",1,2.0,667,1,668,,2
2026-04-27T19:28:06.391117+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,consci,I am going to name some institutions in this count...,1,2.0,631,2,633,,2
2026-04-27T19:28:06.460246+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,spkmslm,Consider a Muslim clergyman who preaches hatred of...,1,2.0,621,1,622,,2
2026-04-27T19:28:06.560791+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,immjobs,There are different opinions about immigrants from...,1,2.0,651,1,652,,2
2026-04-27T19:28:06.675871+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,colath,There are always some people whose ideas are consi...,1,1.0,624,1,625,,1
2026-04-27T19:28:06.698143+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,natsci,"We are faced with many problems in this country, n...",1,1.0,666,1,667,,1
2026-04-27T19:28:06.802527+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,nataid,"We are faced with many problems in this country, n...",1,2.0,665,1,666,,2
2026-04-27T19:28:06.826868+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,colrac,Consider a person who believes that Black people a...,1,2.0,608,1,609,,2
2026-04-27T19:28:06.850658+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,spkrac,Consider a person who believes that Black people a...,1,2.0,620,1,621,,2
2026-04-27T19:28:06.949047+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,nateduc,"We are faced with many problems in this country, n...",1,2.0,668,2,670,,2
2026-04-27T19:28:07.320011+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,natheal,"We are faced with many problems in this country, n...",1,2.0,669,2,671,,2
2026-04-27T19:28:07.333124+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,coneduc,I am going to name some institutions in this count...,1,1.0,629,2,631,,1
2026-04-27T19:28:07.378473+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,natenvir,"We are faced with many problems in this country, n...",1,1.0,667,2,669,,1
2026-04-27T19:28:07.415865+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,natsoc,"We are faced with many problems in this country, n...",1,1.0,665,1,666,,1
2026-04-27T19:28:07.438270+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,conlegis,I am going to name some institutions in this count...,1,3.0,629,2,631,,3
2026-04-27T19:28:07.515861+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,conbus,I am going to name some institutions in this count...,1,1.0,632,1,633,,1
2026-04-27T19:28:07.520385+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,natroad,"We are faced with many problems in this country, n...",1,2.0,667,1,668,,2
2026-04-27T19:28:07.541884+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,confinan,I am going to name some institutions in this count...,1,2.0,643,2,645,,2
2026-04-27T19:28:07.722432+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,conmedic,I am going to name some institutions in this count...,1,1.0,631,1,632,,1
2026-04-27T19:28:07.725745+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,helpful,Would you say that most of the time people try to ...,1,3.0,610,1,611,,3
2026-04-27T19:28:07.728564+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,fair,Do you think most people would try to take advanta...,1,2.0,613,1,614,,2
2026-04-27T19:28:07.863719+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,trust,"Generally speaking, would you say that most people...",1,1.0,607,2,609,,1
2026-04-27T19:28:07.953725+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,getahead,Some people say that people get ahead by their own...,1,1.0,623,1,624,,1
2026-04-27T19:28:07.995083+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,finalter,"During the last few years, has your financial situ...",1,3.0,604,2,606,,3
2026-04-27T19:28:08.017829+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,conarmy,I am going to name some institutions in this count...,1,1.0,640,2,642,,1
2026-04-27T19:28:08.182893+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,satfin,We are interested in how people are getting along ...,1,2.0,633,2,635,,2
2026-04-27T19:28:08.260581+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,satjob,"On the whole, how satisfied are you with the work ...",1,3.0,623,2,625,,3
2026-04-27T19:28:08.389649+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,abrape,Please tell me whether or not you think it should ...,1,1.0,698,1,699,,1
2026-04-27T19:28:08.392464+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1388,richwork,If you were to get enough money to live as comfort...,1,2.0,610,1,611,,2
2026-04-27T19:28:08.503493+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,abhlth,Please tell me whether or not you think it should ...,1,1.0,710,2,712,,1
2026-04-27T19:28:08.505115+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,abdefect,Please tell me whether or not you think it should ...,1,1.0,699,2,701,,1
2026-04-27T19:28:08.641669+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,abpoor,Please tell me whether or not you think it should ...,1,1.0,701,2,703,,1
2026-04-27T19:28:08.724014+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,gunlaw,Would you favor or oppose a law which would requir...,1,1.0,695,1,696,,1
2026-04-27T19:28:08.824837+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,homosex,What is your opinion about sexual relations betwee...,1,4.0,718,2,720,,4
2026-04-27T19:28:08.978594+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,pornlaw,Which of these statements comes closest to your fe...,1,2.0,774,2,776,,2
2026-04-27T19:28:09.110755+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,fechld,To what extent do you you agree or disagree that: ...,1,1.0,715,2,717,,1
2026-04-27T19:28:09.149428+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,fepresch,Please read the following statement and indicate w...,1,3.0,716,1,717,,3
2026-04-27T19:28:09.188365+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,fefam,Please read the following statement and indicate w...,1,4.0,728,2,730,,4
2026-04-27T19:28:09.474581+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,cappun,Do you favor or oppose the death penalty for perso...,1,2.0,683,1,684,,2
2026-04-27T19:28:09.475192+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,affrmact,Some people say that because of past discriminatio...,1,1.0,740,2,742,,1
2026-04-27T19:28:09.566923+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,grass,Do you think the use of marijuana should be made l...,1,1,684,2,686,,1
2026-04-27T19:28:09.568555+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,xmarsex,What is your opinion about a married person having...,1,2,721,1,722,,2
2026-04-27T19:28:09.587301+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,premarsx,If a man and woman have sexual relations before ma...,1,2,716,1,717,,2
2026-04-27T19:28:09.624469+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,immjobs,There are different opinions about immigrants from...,1,1,742,2,744,,1
2026-04-27T19:28:09.701071+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,immcrime,There are different opinions about immigrants from...,1,2,737,2,739,,2
2026-04-27T19:28:09.829733+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,spkath,There are always some people whose ideas are consi...,1,1,733,1,734,,1
2026-04-27T19:28:09.857527+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,spkrac,Consider a person who believes that Black people a...,1,2,713,1,714,,2
2026-04-27T19:28:09.894250+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,eqwlth,Some people think that the government in Washingto...,1,1,836,1,837,,1
2026-04-27T19:28:09.934126+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,colrac,Consider a person who believes that Black people a...,1,2,701,1,702,,2
2026-04-27T19:28:10.041767+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,colath,There are always some people whose ideas are consi...,1,1,715,2,717,,1
2026-04-27T19:28:10.081053+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,immameco,There are different opinions about immigrants from...,1,2,741,1,742,,2
2026-04-27T19:28:10.113331+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,spkmslm,Consider a Muslim clergyman who preaches hatred of...,1,1,712,2,714,,1
2026-04-27T19:28:10.158928+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,god,Tell me which statement comes closest to expressin...,1,2,871,1,872,,2
2026-04-27T19:28:10.181754+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,colmslm,Consider a Muslim clergyman who preaches hatred of...,1,1,702,2,704,,1
2026-04-27T19:28:10.199788+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,bible,Which of these statements comes closest to describ...,1,3,814,1,815,,3
2026-04-27T19:28:10.514521+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,consci,I am going to name some institutions in this count...,1,2,724,2,726,,2
2026-04-27T19:28:10.559035+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,confed,I am going to name some institutions in this count...,1,3,729,1,730,,3
2026-04-27T19:28:10.571695+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,conpress,I am going to name some institutions in this count...,1,3,734,2,736,,3
2026-04-27T19:28:10.595859+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,nataid,"We are faced with many problems in this country, n...",1,2,756,2,758,,2
2026-04-27T19:28:10.611661+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,natspac,"We are faced with many problems in this country, n...",1,2,760,1,761,,2
2026-04-27T19:28:10.623398+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,natsci,"We are faced with many problems in this country, n...",1,1,759,1,760,,1
2026-04-27T19:28:10.827723+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,nateduc,"We are faced with many problems in this country, n...",1,1,763,1,764,,1
2026-04-27T19:28:10.869177+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,natenvir,"We are faced with many problems in this country, n...",1,1,771,2,773,,1
2026-04-27T19:28:10.905634+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,confinan,I am going to name some institutions in this count...,1,1,727,1,728,,1
2026-04-27T19:28:10.908259+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,natheal,"We are faced with many problems in this country, n...",1,1,764,1,765,,1
2026-04-27T19:28:10.939675+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,coneduc,I am going to name some institutions in this count...,1,2,724,1,725,,2
2026-04-27T19:28:11.068453+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,natsoc,"We are faced with many problems in this country, n...",1,2,756,2,758,,2
2026-04-27T19:28:11.258822+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,conmedic,I am going to name some institutions in this count...,1,2,724,1,725,,2
2026-04-27T19:28:11.320165+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,conarmy,I am going to name some institutions in this count...,1,2,722,2,724,,2
2026-04-27T19:28:11.365226+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,trust,"Generally speaking, would you say that most people...",1,2,700,2,702,,2
2026-04-27T19:28:11.380616+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,fair,Do you think most people would try to take advanta...,1,3,704,2,706,,3
2026-04-27T19:28:11.398657+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,conbus,I am going to name some institutions in this count...,1,2,725,1,726,,2
2026-04-27T19:28:11.528229+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,conlegis,I am going to name some institutions in this count...,1,2,733,2,735,,2
2026-04-27T19:28:11.538682+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,natroad,"We are faced with many problems in this country, n...",1,2,758,2,760,,2
2026-04-27T19:28:11.601258+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,satfin,We are interested in how people are getting along ...,1,2,728,1,729,,2
2026-04-27T19:28:11.661700+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,getahead,Some people say that people get ahead by their own...,1,1,716,1,717,,1
2026-04-27T19:28:11.668195+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,satjob,"On the whole, how satisfied are you with the work ...",1,2,718,1,719,,2
2026-04-27T19:28:11.810183+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,helpful,Would you say that most of the time people try to ...,1,1,703,1,704,,1
2026-04-27T19:28:11.817365+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,finalter,"During the last few years, has your financial situ...",1,3,697,2,699,,3
2026-04-27T19:28:11.840018+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1395,richwork,If you were to get enough money to live as comfort...,1,1,701,2,703,,1
2026-04-27T19:28:12.013610+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,abdefect,Please tell me whether or not you think it should ...,1,2,685,1,686,,2
2026-04-27T19:28:12.025694+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,gunlaw,Would you favor or oppose a law which would requir...,1,1,679,1,680,,1
2026-04-27T19:28:12.073822+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,abhlth,Please tell me whether or not you think it should ...,1,2,683,2,685,,2
2026-04-27T19:28:12.106438+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,abpoor,Please tell me whether or not you think it should ...,1,2,685,2,687,,2
2026-04-27T19:28:12.126732+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,abrape,Please tell me whether or not you think it should ...,1,2,680,2,682,,2
2026-04-27T19:28:12.160674+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,premarsx,If a man and woman have sexual relations before ma...,1,1,700,1,701,,1
2026-04-27T19:28:12.336992+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,cappun,Do you favor or oppose the death penalty for perso...,1,1,665,2,667,,1
2026-04-27T19:28:12.397673+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,fechld,To what extent do you you agree or disagree that: ...,1,2,701,1,702,,2
2026-04-27T19:28:12.399807+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,homosex,What is your opinion about sexual relations betwee...,1,3,704,1,705,,3
2026-04-27T19:28:12.548755+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,pornlaw,Which of these statements comes closest to your fe...,1,2,758,2,760,,2
2026-04-27T19:28:12.550844+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,grass,Do you think the use of marijuana should be made l...,1,1,668,2,670,,1
2026-04-27T19:28:12.607306+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,fefam,Please read the following statement and indicate w...,1,2,712,2,714,,2
2026-04-27T19:28:12.643579+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,fepresch,Please read the following statement and indicate w...,1,4,698,2,700,,4
2026-04-27T19:28:12.766439+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,xmarsex,What is your opinion about a married person having...,1,1,714,2,716,,1
2026-04-27T19:28:12.831261+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,immcrime,There are different opinions about immigrants from...,1,3,723,1,724,,3
2026-04-27T19:28:12.843983+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,affrmact,Some people say that because of past discriminatio...,1,3,724,2,726,,3
2026-04-27T19:28:12.893227+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,eqwlth,Some people think that the government in Washingto...,1,5,818,2,820,,5
2026-04-27T19:28:12.971014+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,colath,There are always some people whose ideas are consi...,1,1,701,1,702,,1
2026-04-27T19:28:13.052321+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,immameco,There are different opinions about immigrants from...,1,4,723,2,725,,4
2026-04-27T19:28:34.935589+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,bible,Which of these statements comes closest to describ...,1,2,798,1,799,,2
2026-04-27T19:28:35.502076+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,confed,I am going to name some institutions in this count...,1,2,713,1,714,,2
2026-04-27T19:28:36.483079+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,conpress,I am going to name some institutions in this count...,1,2,709,1,710,,2
2026-04-27T19:28:37.002496+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,consci,I am going to name some institutions in this count...,1,2,708,2,710,,2
2026-04-27T19:28:37.510081+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,nataid,"We are faced with many problems in this country, n...",1,2,740,2,742,,2
2026-04-27T19:28:38.209347+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,natspac,"We are faced with many problems in this country, n...",1,1,753,2,755,,1
2026-04-27T19:28:38.521317+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,natsci,"We are faced with many problems in this country, n...",1,2,743,1,744,,2
2026-04-27T19:28:38.939810+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,natenvir,"We are faced with many problems in this country, n...",1,1,746,1,747,,1
2026-04-27T19:28:39.438220+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,nateduc,"We are faced with many problems in this country, n...",1,2,745,2,747,,2
2026-04-27T19:28:40.370156+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,natheal,"We are faced with many problems in this country, n...",1,3,746,2,748,,3
2026-04-27T19:28:40.926186+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,natroad,"We are faced with many problems in this country, n...",1,1,742,2,744,,1
2026-04-27T19:28:41.636280+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,natsoc,"We are faced with many problems in this country, n...",1,3,742,1,743,,3
2026-04-27T19:28:41.813319+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,colrac,Consider a person who believes that Black people a...,1,2,683,2,685,,2
2026-04-27T19:28:42.087778+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,spkmslm,Consider a Muslim clergyman who preaches hatred of...,1,2,696,2,698,,2
2026-04-27T19:28:42.152236+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,coneduc,I am going to name some institutions in this count...,1,2,706,2,708,,2
2026-04-27T19:28:42.158503+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,god,Tell me which statement comes closest to expressin...,1,5,853,2,855,,5
2026-04-27T19:28:42.379554+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,conbus,I am going to name some institutions in this count...,1,3,709,1,710,,3
2026-04-27T19:28:42.469809+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,conlegis,I am going to name some institutions in this count...,1,2,708,1,709,,2
2026-04-27T19:28:42.570927+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,confinan,I am going to name some institutions in this count...,1,2,711,1,712,,2
2026-04-27T19:28:42.693631+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,spkath,There are always some people whose ideas are consi...,1,1,715,2,717,,1
2026-04-27T19:28:42.700700+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,conarmy,I am going to name some institutions in this count...,1,2,706,2,708,,2
2026-04-27T19:28:42.700716+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,conmedic,I am going to name some institutions in this count...,1,2,708,1,709,,2
2026-04-27T19:28:42.767430+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,spkrac,Consider a person who believes that Black people a...,1,2,695,2,697,,2
2026-04-27T19:28:42.899648+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,fair,Do you think most people would try to take advanta...,1,3,690,1,691,,3
2026-04-27T19:28:43.107862+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,trust,"Generally speaking, would you say that most people...",1,2,686,1,687,,2
2026-04-27T19:28:43.175951+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,colmslm,Consider a Muslim clergyman who preaches hatred of...,1,2,686,2,688,,2
2026-04-27T19:28:43.222691+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,helpful,Would you say that most of the time people try to ...,1,2,685,2,687,,2
2026-04-27T19:28:43.230537+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,richwork,If you were to get enough money to live as comfort...,1,2,687,1,688,,2
2026-04-27T19:28:43.232874+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,finalter,"During the last few years, has your financial situ...",1,2,681,2,683,,2
2026-04-27T19:28:43.238987+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,getahead,Some people say that people get ahead by their own...,1,1,698,2,700,,1
2026-04-27T19:28:43.648357+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,satfin,We are interested in how people are getting along ...,1,2,721,2,723,,2
2026-04-27T19:28:43.738469+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1410,abpoor,Please tell me whether or not you think it should ...,1,1,657,2,659,,1
2026-04-27T19:28:43.755673+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1410,gunlaw,Would you favor or oppose a law which would requir...,1,1,649,2,651,,1
2026-04-27T19:28:43.802110+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,satjob,"On the whole, how satisfied are you with the work ...",1,3,711,2,713,,3
2026-04-27T19:28:43.850545+00:00,mistralai/mistral-nemo,mistralai/mistral-nemo,1,1402,immjobs,There are different opinions about immigrants from...,1,2,737,2,739,,2
