respondent_id,persona
2776,"I am 56 years old. I am male. I am Black or African American. I have never been married. I completed high school (12th grade). My family income is $75,000 to $89,999. I am a strong Democrat. I am moderate (middle of the road). I attend religious services every week."
2784,"I am 75 years old. I am male. I am White. I am married. I had 8 or more years of college education (doctorate or professional degree). My family income is $110,000 to $129,999. I am a strong Republican. I am extremely conservative. I attend religious services more than once a week."
2788,I am 65 years old. I am male. I am White. I am married. I completed 4 years of college (bachelor's degree). I am a strong Republican. I am extremely conservative. I attend religious services 2-3 times a month.
2825,"I am 22 years old. I am male. I am Black or African American. I have never been married. I completed high school (12th grade). My family income is $60,000 to $74,999. I am an independent, close to Democrat. I am extremely conservative. I attend religious services about once a month."
2837,"I am 59 years old. I am female. I am White. I am divorced. I had 1 year of college education. My family income is $10,000 to $12,499. I am a strong Republican. I am extremely conservative. I attend religious services several times a year."
2858,"I am 67 years old. I am female. I am White. I am married. I completed high school (12th grade). My family income is $90,000 to $109,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services several times a year."
2878,"I am 24 years old. I am male. I am White. I am married. I had 2 years of college education. My family income is $25,000 to $29,999. I am an independent, close to Republican. I am slightly conservative. I attend religious services every week."
2880,"I am 31 years old. I am male. I am White. I am divorced. I had 1 year of college education. My family income is $75,000 to $89,999. I am an independent (neither Democrat nor Republican). I am extremely conservative. I attend religious services more than once a week."
2905,I am female. I am of another race. I am widowed. I completed high school (12th grade). I am an independent (neither Democrat nor Republican). I never attend religious services.
2952,"I am 77 years old. I am male. I am White. I am married. I had 1 year of college education. My family income is $40,000 to $49,999. I am a not very strong Democrat. I am moderate (middle of the road). I never attend religious services."
2955,"I am 28 years old. I am female. I am of another race. I am married. I completed 4 years of college (bachelor's degree). My family income is $150,000 to $169,999. I am a strong Republican. I am conservative. I never attend religious services."
2978,"I am 19 years old. I am female. I am White. I have never been married. I had 2 years of college education. My family income is $170,000 or more. I am an independent, close to Democrat. I am moderate (middle of the road). I never attend religious services."
2980,"I am 74 years old. I am male. I am White. I am married. I completed 4 years of college (bachelor's degree). My family income is $170,000 or more. I am an independent, close to Democrat. I am moderate (middle of the road). I attend religious services every week."
3005,"I am 71 years old. I am female. I am White. I am married. I completed high school (12th grade). My family income is $75,000 to $89,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I never attend religious services."
3008,"I am 58 years old. I am male. I am White. I am married. I completed 4 years of college (bachelor's degree). My family income is $60,000 to $74,999. I am a not very strong Democrat. I am slightly conservative. I never attend religious services."
3016,"I am 49 years old. I am male. I am White. I am married. I had 1 year of college education. My family income is $75,000 to $89,999. I am a strong Republican. I am conservative. I attend religious services nearly every week."
3023,"I am 36 years old. I am male. I am White. I have never been married. I had 5 years of college education. My family income is $17,500 to $19,999. I am an independent, close to Democrat. I am slightly liberal. I never attend religious services."
3057,"I am 55 years old. I am female. I am White. I am divorced. I completed high school (12th grade). My family income is $40,000 to $49,999. I am a strong Republican. I am conservative. I attend religious services about once a month."
3072,"I am 43 years old. I am female. I am White. I am divorced. I had 5 years of college education. My family income is $75,000 to $89,999. I am a not very strong Republican. I am slightly conservative. I attend religious services more than once a week."
3073,"I am 31 years old. I am male. I am White. I am married. I completed 4 years of college (bachelor's degree). My family income is $75,000 to $89,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services every week."
3080,I am 63 years old. I am female. I am of another race. I am divorced. I completed 4 years of college (bachelor's degree). I am a not very strong Republican. I am conservative. I attend religious services every week.
3098,"I am 59 years old. I am male. I am White. I am married. I had 2 years of college education. My family income is $170,000 or more. I am a strong Republican. I am conservative. I attend religious services about once or twice a year."
3099,"I am 24 years old. I am female. I am White. I am married. I had 3 years of college education. My family income is $75,000 to $89,999. I am a strong Republican. I am extremely conservative. I attend religious services 2-3 times a month."
3100,"I am 68 years old. I am male. I am White. I have never been married. I completed high school (12th grade). My family income is $25,000 to $29,999. I am a not very strong Republican. I am slightly conservative. I attend religious services several times a year."
3117,"I am 54 years old. I am male. I am White. I am divorced. I had 5 years of college education. My family income is $40,000 to $49,999. I am a not very strong Republican. I am conservative. I attend religious services less than once a year."
3132,"I am 83 years old. I am female. I am White. I am married. I completed high school (12th grade). My family income is $50,000 to $59,999. I am a strong Democrat. I am extremely liberal. I attend religious services less than once a year."
3164,"I am 38 years old. I am female. I am White. I am divorced. I completed high school (12th grade). My family income is $50,000 to $59,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services about once or twice a year."
3166,"I am 18 years old. I am male. I am White. I have never been married. I completed high school (12th grade). My family income is $10,000 to $12,499. I am an independent, close to Republican. I am moderate (middle of the road). I attend religious services about once a month."
3172,"I am 62 years old. I am female. I am White. I am divorced. I completed 11th grade. My family income is $17,500 to $19,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I never attend religious services."
3175,"I am 55 years old. I am male. I am of another race. I am divorced. I completed 10th grade. My family income is $15,000 to $17,499. I am moderate (middle of the road). I attend religious services several times a year."
3185,"I am 45 years old. I am female. I am Black or African American. I have never been married. I had 3 years of college education. My family income is $3,000 to $3,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I never attend religious services."
3193,"I am 47 years old. I am female. I am Black or African American. I have never been married. I had 2 years of college education. My family income is $60,000 to $74,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services 2-3 times a month."
3308,"I am 51 years old. I am female. I am White. I am separated. I had 8 or more years of college education (doctorate or professional degree). My family income is $75,000 to $89,999. I am an independent, close to Democrat. I am extremely liberal. I never attend religious services."
3309,"I am 69 years old. I am female. I am White. I am married. I had 6 years of college education (master's degree). My family income is $40,000 to $49,999. I am a not very strong Democrat. I am slightly liberal. I attend religious services nearly every week."
