respondent_id,demo_age,demo_sex,demo_race,demo_educ,demo_income,demo_partyid,demo_polviews,demo_relig,demo_attend,moral_traditionalism_alpha,moral_traditionalism_beta,moral_traditionalism_mean,moral_traditionalism_concentration,economic_redistribution_alpha,economic_redistribution_beta,economic_redistribution_mean,economic_redistribution_concentration,racial_attitudes_alpha,racial_attitudes_beta,racial_attitudes_mean,racial_attitudes_concentration,institutional_trust_alpha,institutional_trust_beta,institutional_trust_mean,institutional_trust_concentration,outgroup_affect_alpha,outgroup_affect_beta,outgroup_affect_mean,outgroup_affect_concentration
2342,49.0,female,1.0,16.0,,5.0,5.0,2.0,6.0,6.7477,2.7523,0.7103,9.5,2.35,5.4833,0.3,7.8333,2.4443,4.7224,0.3411,7.1667,2.0987,1.9013,0.5247,4.0,3.6734,4.86,0.4305,8.5333
1433,65.0,male,1.0,14.0,16.0,4.0,6.0,1.0,1.0,6.0513,2.9487,0.6724,9.0,2.5223,5.311,0.322,7.8333,2.3144,4.8523,0.3229,7.1667,2.3614,2.1386,0.5247,4.5,3.2466,4.8867,0.3992,8.1333
831,18.0,female,,14.0,,3.0,3.0,5.0,0.0,2.6573,4.3427,0.3796,7.0,3.5944,2.5722,0.5829,6.1667,3.4637,2.3696,0.5938,5.8333,2.79,2.21,0.558,5.0,4.4178,3.0488,0.5917,7.4667
262,59.0,female,3.0,16.0,18.0,1.0,5.0,2.0,0.0,4.1068,4.8932,0.4563,9.0,4.0618,3.7715,0.5185,7.8333,4.0592,3.1075,0.5664,7.1667,1.996,2.004,0.499,4.0,4.8739,3.6594,0.5712,8.5333
2965,64.0,female,1.0,12.0,14.0,3.0,4.0,1.0,3.0,3.9473,3.3027,0.5445,7.25,2.2446,2.2554,0.4988,4.5,2.0016,2.4984,0.4448,4.5,2.7837,2.2163,0.5567,5.0,3.2353,3.1647,0.5055,6.4
1454,69.0,female,2.0,12.0,22.0,4.0,6.0,1.0,8.0,8.5705,2.4295,0.7791,11.0,2.0022,5.8311,0.2556,7.8333,6.158,6.0087,0.5061,12.1667,2.6325,1.8675,0.585,4.5,3.004,4.7293,0.3885,7.7333
594,59.0,male,1.0,16.0,13.0,6.0,7.0,1.0,7.0,9.9188,1.0812,0.9017,11.0,1.8734,7.6266,0.1972,9.5,1.8224,6.6776,0.2144,8.5,1.7071,1.7929,0.4878,3.5,2.7615,6.4385,0.3002,9.2
938,20.0,female,2.0,14.0,7.0,0.0,1.0,10.0,2.0,2.3374,8.6626,0.2125,11.0,8.5082,0.9918,0.8956,9.5,11.8476,1.6524,0.8776,13.5,1.4875,2.0125,0.425,3.5,6.6708,2.1292,0.758,8.8
1864,45.0,female,,17.0,20.0,3.0,4.0,2.0,7.0,5.9674,4.2826,0.5822,10.25,2.0088,2.4912,0.4464,4.5,2.376,2.124,0.528,4.5,3.1225,1.8775,0.6245,5.0,4.1626,3.2374,0.5625,7.4
529,53.0,female,3.0,14.0,25.0,2.0,6.0,6.0,0.0,4.4639,4.5361,0.496,9.0,2.6247,5.2086,0.3351,7.8333,3.4515,3.7152,0.4816,7.1667,2.4952,2.0048,0.5545,4.5,4.0637,4.0696,0.4996,8.1333
2810,27.0,male,3.0,12.0,26.0,3.0,6.0,9.0,8.0,7.8908,3.1092,0.7173,11.0,2.0941,5.7392,0.2673,7.8333,3.1782,3.9885,0.4435,7.1667,3.18,1.82,0.636,5.0,3.3608,4.3725,0.4346,7.7333
2477,65.0,male,2.0,9.0,20.0,0.0,7.0,1.0,6.0,7.0486,3.9514,0.6408,11.0,4.0888,5.4112,0.4304,9.5,7.9056,5.5944,0.5856,13.5,1.6914,1.8086,0.4833,3.5,3.4776,4.3224,0.4458,7.8
2351,66.0,female,2.0,14.0,,0.0,3.0,1.0,5.0,4.3006,6.6994,0.391,11.0,7.5914,1.9086,0.7991,9.5,10.5876,2.9124,0.7843,13.5,1.6088,1.8912,0.4597,3.5,6.1063,2.6937,0.6939,8.8
1365,24.0,male,1.0,12.0,26.0,4.0,4.0,4.0,0.0,2.8808,4.1192,0.4115,7.0,1.9774,4.1892,0.3207,6.1667,2.4002,3.4331,0.4115,5.8333,2.4795,2.0205,0.551,4.5,3.6223,3.4444,0.5126,7.0667
2034,82.0,male,1.0,14.0,20.0,5.0,4.0,1.0,8.0,7.7764,3.2236,0.7069,11.0,2.6142,5.2191,0.3337,7.8333,2.7444,4.4223,0.3829,7.1667,2.198,1.802,0.5495,4.0,3.7736,4.3597,0.464,8.1333
1876,68.0,female,1.0,13.0,18.0,1.0,4.0,1.0,8.0,5.9054,5.0946,0.5369,11.0,4.4326,3.4007,0.5659,7.8333,3.6827,3.484,0.5139,7.1667,2.151,1.849,0.5378,4.0,4.6485,3.2848,0.5859,7.9333
2120,37.0,male,1.0,13.0,24.0,5.0,4.0,2.0,2.0,5.3078,3.6922,0.5898,9.0,2.2727,5.5606,0.2901,7.8333,2.7272,4.4395,0.3805,7.1667,2.097,1.903,0.5242,4.0,3.6875,4.2458,0.4648,7.9333
238,35.0,female,3.0,12.0,17.0,3.0,4.0,2.0,7.0,5.9577,4.2923,0.5812,10.25,2.1042,2.3958,0.4676,4.5,2.4156,2.0844,0.5368,4.5,2.9688,2.0312,0.5938,5.0,3.2904,3.1096,0.5141,6.4
1301,35.0,male,3.0,17.0,19.0,2.0,5.0,2.0,3.0,3.8871,3.3629,0.5362,7.25,2.8169,3.3497,0.4568,6.1667,3.1236,2.7098,0.5355,5.8333,2.5223,1.9777,0.5605,4.5,4.4204,3.6462,0.548,8.0667
115,43.0,male,,14.0,,3.0,6.0,4.0,7.0,6.1086,4.1414,0.596,10.25,2.8722,4.9611,0.3667,7.8333,2.5832,4.5835,0.3604,7.1667,3.0817,1.9183,0.6163,5.0,3.7098,4.4236,0.4561,8.1333
1574,77.0,male,1.0,14.0,16.0,0.0,4.0,4.0,5.0,3.6681,7.3319,0.3335,11.0,6.099,3.401,0.642,9.5,4.6716,3.8284,0.5496,8.5,1.6791,1.8209,0.4798,3.5,5.7362,3.0638,0.6518,8.8
1017,28.0,male,1.0,16.0,,3.0,4.0,2.0,4.0,4.2636,3.7364,0.533,8.0,2.323,2.177,0.5162,4.5,2.0448,2.4552,0.4544,4.5,3.0067,1.9933,0.6013,5.0,4.0061,3.1939,0.5564,7.2
427,45.0,male,1.0,17.0,24.0,6.0,6.0,1.0,7.0,9.2318,1.7682,0.8393,11.0,1.3123,8.1877,0.1381,9.5,2.2395,6.2605,0.2635,8.5,1.8742,1.6258,0.5355,3.5,3.4685,5.9315,0.369,9.4
280,48.0,male,3.0,18.0,26.0,2.0,3.0,4.0,6.0,3.4603,6.0397,0.3642,9.5,3.0381,3.1286,0.4927,6.1667,3.682,2.1513,0.6312,5.8333,2.7495,1.7505,0.611,4.5,5.6187,2.648,0.6797,8.2667
1886,45.0,male,2.0,17.0,,1.0,4.0,9.0,6.0,4.6593,4.8407,0.4905,9.5,5.194,2.6393,0.6631,7.8333,8.6562,3.5105,0.7115,12.1667,2.1187,1.8813,0.5297,4.0,5.6222,3.1111,0.6438,8.7333
512,,male,3.0,18.0,23.0,3.0,4.0,1.0,4.0,4.4342,3.5658,0.5543,8.0,1.8774,2.6226,0.4172,4.5,2.4804,2.0196,0.5512,4.5,3.1075,1.8925,0.6215,5.0,4.3326,3.2674,0.5701,7.6
3040,68.0,female,1.0,15.0,9.0,0.0,2.0,1.0,7.0,3.991,7.009,0.3628,11.0,7.8229,1.6771,0.8235,9.5,5.4853,3.0147,0.6453,8.5,1.638,1.862,0.468,3.5,6.4776,2.5224,0.7197,9.0
1869,44.0,male,1.0,13.0,23.0,4.0,4.0,1.0,3.0,4.2078,3.0422,0.5804,7.25,2.1822,3.9845,0.3539,6.1667,2.4142,3.4191,0.4139,5.8333,2.5267,1.9732,0.5615,4.5,3.5748,3.6919,0.4919,7.2667
1075,19.0,male,1.0,13.0,26.0,5.0,5.0,1.0,4.0,6.1978,2.8022,0.6886,9.0,1.692,6.1413,0.216,7.8333,2.3927,4.774,0.3339,7.1667,2.179,1.821,0.5447,4.0,3.2967,4.6367,0.4155,7.9333
1899,24.0,female,3.0,16.0,21.0,0.0,2.0,4.0,0.0,1.3949,9.6051,0.1268,11.0,6.6563,2.8437,0.7007,9.5,6.2877,2.2123,0.7397,8.5,1.666,1.834,0.476,3.5,7.0757,2.1243,0.7691,9.2
3136,63.0,male,1.0,16.0,21.0,1.0,4.0,2.0,0.0,3.5915,5.4085,0.3991,9.0,4.2352,3.5981,0.5407,7.8333,3.7343,3.4324,0.5211,7.1667,2.044,1.956,0.511,4.0,5.3028,3.2305,0.6214,8.5333
1545,49.0,male,1.0,18.0,21.0,0.0,6.0,11.0,6.0,6.228,4.772,0.5662,11.0,4.6677,4.8323,0.4913,9.5,3.9599,4.5401,0.4659,8.5,1.8235,1.6765,0.521,3.5,5.5425,4.0575,0.5773,9.6
2563,61.0,female,1.0,16.0,16.0,6.0,7.0,2.0,5.0,9.4253,1.5747,0.8568,11.0,1.577,7.923,0.166,9.5,1.8224,6.6776,0.2144,8.5,1.7054,1.7946,0.4873,3.5,2.8406,6.3594,0.3088,9.2
232,72.0,male,3.0,14.0,12.0,0.0,2.0,8.0,7.0,3.3533,7.6467,0.3048,11.0,7.5075,1.9925,0.7903,9.5,6.2469,2.2531,0.7349,8.5,1.6669,1.8331,0.4763,3.5,6.4273,2.3727,0.7304,8.8
1559,47.0,male,3.0,15.0,18.0,2.0,4.0,9.0,7.0,5.6207,4.6293,0.5484,10.25,3.1853,2.9814,0.5165,6.1667,3.3678,2.4656,0.5773,5.8333,2.583,1.917,0.574,4.5,4.4354,3.2312,0.5785,7.6667
1565,27.0,female,,15.0,20.0,4.0,4.0,1.0,6.0,5.8909,3.6091,0.6201,9.5,2.3992,3.7674,0.3891,6.1667,2.7093,3.1241,0.4644,5.8333,2.5909,1.9091,0.5757,4.5,3.8814,3.7853,0.5063,7.6667
3073,31.0,male,1.0,16.0,21.0,3.0,4.0,1.0,7.0,6.0901,4.1599,0.5942,10.25,1.953,2.547,0.434,4.5,2.0448,2.4552,0.4544,4.5,3.1238,1.8762,0.6248,5.0,3.9583,3.2417,0.5498,7.2
1842,48.0,female,1.0,16.0,21.0,5.0,5.0,1.0,7.0,7.5892,2.6608,0.7404,10.25,2.1463,5.687,0.274,7.8333,2.4443,4.7224,0.3411,7.1667,2.219,1.781,0.5548,4.0,3.7242,4.8092,0.4364,8.5333
1514,21.0,female,2.0,11.0,18.0,2.0,4.0,1.0,2.0,3.3358,3.6642,0.4765,7.0,3.136,3.0307,0.5085,6.1667,7.1904,3.6429,0.6637,10.8333,2.3749,2.1251,0.5277,4.5,3.6716,3.1951,0.5347,6.8667
815,64.0,male,1.0,16.0,26.0,6.0,7.0,5.0,7.0,9.4012,1.5988,0.8547,11.0,0.589,8.911,0.062,9.5,1.8224,6.6776,0.2144,8.5,1.8891,1.6109,0.5397,3.5,2.9786,6.2214,0.3238,9.2
1022,35.0,male,1.0,14.0,22.0,3.0,4.0,4.0,2.0,2.6139,3.8861,0.4021,6.5,1.8882,2.6118,0.4196,4.5,2.0232,2.4768,0.4496,4.5,2.95,2.05,0.59,5.0,3.8015,2.9985,0.559,6.8
1674,53.0,female,1.0,13.0,26.0,5.0,5.0,2.0,5.0,6.2767,2.7233,0.6974,9.0,1.692,6.1413,0.216,7.8333,2.3927,4.774,0.3339,7.1667,2.204,1.796,0.551,4.0,3.3363,4.597,0.4205,7.9333
72,37.0,male,3.0,16.0,18.0,1.0,5.0,4.0,0.0,3.1228,5.8772,0.347,9.0,4.0618,3.7715,0.5185,7.8333,4.0592,3.1075,0.5664,7.1667,1.996,2.004,0.499,4.0,5.0531,3.4802,0.5922,8.5333
2720,73.0,male,1.0,12.0,12.0,4.0,3.0,2.0,2.0,3.4987,3.5013,0.4998,7.0,3.2042,2.9625,0.5196,6.1667,2.6724,3.1609,0.4581,5.8333,2.2837,2.2163,0.5075,4.5,3.6849,3.3817,0.5215,7.0667
2939,40.0,male,3.0,13.0,26.0,0.0,2.0,4.0,0.0,1.4539,9.5461,0.1322,11.0,6.1053,3.3947,0.6427,9.5,6.2265,2.2735,0.7325,8.5,1.6966,1.8034,0.4847,3.5,6.4346,2.1654,0.7482,8.6
412,30.0,female,1.0,16.0,25.0,0.0,2.0,1.0,3.0,3.2145,7.7855,0.2922,11.0,6.2611,3.2389,0.6591,9.5,5.5057,2.9943,0.6477,8.5,1.7876,1.7124,0.5108,3.5,6.8806,2.3194,0.7479,9.2
299,33.0,female,1.0,12.0,24.0,6.0,6.0,3.0,8.0,8.606,2.394,0.7824,11.0,1.2173,8.2827,0.1281,9.5,2.1375,6.3625,0.2515,8.5,1.8305,1.6695,0.523,3.5,2.9164,5.4836,0.3472,8.4
2171,28.0,male,1.0,15.0,21.0,5.0,4.0,1.0,7.0,6.9396,3.3104,0.677,10.25,2.5484,5.2849,0.3253,7.8333,2.7616,4.4051,0.3853,7.1667,2.204,1.796,0.551,4.0,3.9511,4.3822,0.4741,8.3333
2144,60.0,female,3.0,13.0,20.0,2.0,4.0,11.0,7.0,5.6638,4.5862,0.5526,10.25,3.0324,3.1343,0.4917,6.1667,3.3398,2.4936,0.5725,5.8333,2.5853,1.9147,0.5745,4.5,4.0549,3.2118,0.558,7.2667
2382,62.0,female,2.0,14.0,13.0,0.0,4.0,1.0,6.0,5.0954,5.9046,0.4632,11.0,6.3954,3.1046,0.6732,9.5,9.9576,3.5424,0.7376,13.5,1.659,1.841,0.474,3.5,5.4757,3.3243,0.6222,8.8
2512,67.0,male,1.0,12.0,15.0,2.0,4.0,1.0,0.0,3.2102,3.7898,0.4586,7.0,3.3407,2.826,0.5417,6.1667,2.7891,3.0442,0.4781,5.8333,2.2815,2.2185,0.507,4.5,3.8164,3.2503,0.5401,7.0667
296,61.0,male,1.0,16.0,25.0,1.0,2.0,1.0,2.0,2.9452,6.0548,0.3272,9.0,4.7449,3.0884,0.6057,7.8333,4.4032,2.7635,0.6144,7.1667,2.158,1.842,0.5395,4.0,6.0976,2.4358,0.7146,8.5333
3011,24.0,female,2.0,14.0,14.0,1.0,4.0,4.0,2.0,2.8425,6.1575,0.3158,9.0,4.7742,3.0592,0.6095,7.8333,8.5686,3.5981,0.7043,12.1667,1.952,2.048,0.488,4.0,5.011,3.1223,0.6161,8.1333
698,64.0,male,1.0,12.0,21.0,0.0,4.0,2.0,4.0,4.6096,6.3904,0.4191,11.0,5.567,3.933,0.586,9.5,4.6308,3.8692,0.5448,8.5,1.701,1.799,0.486,3.5,5.1989,3.2011,0.6189,8.4
107,55.0,female,3.0,12.0,19.0,5.0,3.0,2.0,5.0,5.2347,3.7653,0.5816,9.0,3.0822,4.7512,0.3935,7.8333,3.7037,3.4629,0.5168,7.1667,2.077,1.923,0.5192,4.0,3.8398,3.8936,0.4965,7.7333
1789,89.0,male,1.0,10.0,11.0,1.0,4.0,1.0,0.0,3.8121,5.1879,0.4236,9.0,4.9559,2.8774,0.6327,7.8333,3.6311,3.5356,0.5067,7.1667,1.794,2.206,0.4485,4.0,4.0382,3.2951,0.5507,7.3333
2733,42.0,male,1.0,12.0,26.0,4.0,4.0,1.0,6.0,5.9393,3.5607,0.6252,9.5,1.9774,4.1892,0.3207,6.1667,2.4002,3.4331,0.4115,5.8333,2.6482,1.8518,0.5885,4.5,3.4385,3.6281,0.4866,7.0667
2662,21.0,female,1.0,14.0,22.0,5.0,4.0,1.0,5.0,5.8095,3.1905,0.6455,9.0,2.4513,5.382,0.3129,7.8333,2.7444,4.4223,0.3829,7.1667,2.155,1.845,0.5388,4.0,3.7932,4.3402,0.4664,8.1333
976,53.0,male,1.0,18.0,22.0,2.0,4.0,3.0,0.0,2.6763,4.3237,0.3823,7.0,2.9658,3.2009,0.4809,6.1667,2.8731,2.9602,0.4925,5.8333,2.5088,1.9912,0.5575,4.5,5.1684,3.0982,0.6252,8.2667
3115,89.0,female,1.0,12.0,11.0,5.0,4.0,1.0,7.0,7.119,3.131,0.6945,10.25,3.3161,4.5172,0.4233,7.8333,2.71,4.4567,0.3781,7.1667,1.999,2.001,0.4998,4.0,3.366,4.3674,0.4353,7.7333
889,63.0,male,1.0,16.0,14.0,0.0,1.0,4.0,0.0,0.8689,10.1311,0.079,11.0,7.8546,1.6454,0.8268,9.5,5.9024,2.5976,0.6944,8.5,1.568,1.932,0.448,3.5,7.4277,1.7723,0.8074,9.2
1657,51.0,male,1.0,13.0,2.0,5.0,6.0,1.0,3.0,6.6654,2.3346,0.7406,9.0,3.2294,4.6039,0.4123,7.8333,2.0583,5.1084,0.2872,7.1667,1.77,2.23,0.4425,4.0,2.698,5.2354,0.3401,7.9333
777,41.0,female,2.0,12.0,17.0,4.0,7.0,1.0,2.0,8.1392,2.8608,0.7399,11.0,2.4155,7.0845,0.2543,9.5,6.2028,7.2972,0.4595,13.5,2.3737,2.1263,0.5275,4.5,2.8206,5.5794,0.3358,8.4
3067,75.0,male,1.0,16.0,,3.0,4.0,3.0,7.0,5.4902,4.7598,0.5356,10.25,2.323,2.177,0.5162,4.5,2.0448,2.4552,0.4544,4.5,3.1317,1.8683,0.6263,5.0,4.1501,3.0499,0.5764,7.2
489,30.0,female,1.0,16.0,21.0,2.0,4.0,4.0,2.0,2.509,4.491,0.3584,7.0,3.0052,3.1614,0.4873,6.1667,2.8451,2.9882,0.4877,5.8333,2.5133,1.9868,0.5585,4.5,4.7915,3.0751,0.6091,7.8667
120,37.0,female,3.0,16.0,20.0,0.0,,2.0,6.0,4.491,6.509,0.4083,11.0,6.2085,3.2915,0.6535,9.5,5.9783,2.5217,0.7033,8.5,1.7833,1.7167,0.5095,3.5,6.5622,2.6378,0.7133,9.2
1378,68.0,male,1.0,12.0,21.0,2.0,3.0,4.0,0.0,1.9722,5.0278,0.2817,7.0,3.2848,2.8819,0.5327,6.1667,3.0613,2.772,0.5248,5.8333,2.3895,2.1105,0.531,4.5,4.3808,2.6859,0.6199,7.0667
3283,76.0,female,1.0,13.0,22.0,6.0,6.0,4.0,5.0,7.7023,3.2977,0.7002,11.0,1.4339,8.0661,0.1509,9.5,2.1579,6.3421,0.2539,8.5,1.75,1.75,0.5,3.5,3.068,5.532,0.3567,8.6
2924,44.0,male,1.0,12.0,16.0,5.0,4.0,2.0,3.0,5.463,3.537,0.607,9.0,2.9088,4.9246,0.3713,7.8333,2.71,4.4567,0.3781,7.1667,1.979,2.021,0.4948,4.0,3.451,4.2823,0.4463,7.7333
2446,59.0,male,1.0,18.0,23.0,6.0,7.0,1.0,7.0,9.9111,1.0889,0.901,11.0,0.9234,8.5766,0.0972,9.5,1.8632,6.6368,0.2192,8.5,1.8734,1.6266,0.5353,3.5,3.1688,6.4312,0.3301,9.6
2923,49.0,male,,16.0,22.0,3.0,4.0,1.0,4.0,4.4321,3.5679,0.554,8.0,1.9062,2.5938,0.4236,4.5,2.358,2.142,0.524,4.5,3.05,1.95,0.61,5.0,3.9669,3.2331,0.551,7.2
2931,69.0,female,,16.0,17.0,0.0,3.0,1.0,6.0,4.4668,6.5332,0.4061,11.0,6.5449,2.9551,0.6889,9.5,6.5318,1.9682,0.7684,8.5,1.7412,1.7587,0.4975,3.5,6.363,2.837,0.6916,9.2
1669,55.0,male,3.0,18.0,,0.0,4.0,2.0,7.0,5.0548,5.9452,0.4595,11.0,7.0095,2.4905,0.7378,9.5,5.5352,2.9648,0.6512,8.5,1.7372,1.7628,0.4963,3.5,6.5993,3.0007,0.6874,9.6
973,66.0,female,1.0,14.0,25.0,0.0,4.0,2.0,7.0,5.1029,5.8971,0.4639,11.0,5.2098,4.2902,0.5484,9.5,4.6716,3.8284,0.5496,8.5,1.8489,1.6511,0.5282,3.5,5.6464,3.1536,0.6416,8.8
2522,62.0,male,1.0,11.0,8.0,4.0,4.0,1.0,1.0,3.8916,3.1084,0.5559,7.0,3.1195,3.0472,0.5059,6.1667,2.3862,3.4471,0.4091,5.8333,2.1667,2.3332,0.4815,4.5,3.1314,3.7353,0.456,6.8667
1163,34.0,female,1.0,17.0,26.0,6.0,6.0,1.0,6.0,9.0341,1.9659,0.8213,11.0,1.1147,8.3853,0.1173,9.5,2.2395,6.2605,0.2635,8.5,1.8804,1.6196,0.5373,3.5,3.491,5.909,0.3714,9.4
258,69.0,female,3.0,14.0,18.0,1.0,4.0,2.0,4.0,4.1524,4.8476,0.4614,9.0,4.4483,3.385,0.5679,7.8333,4.3592,2.8074,0.6083,7.1667,2.066,1.934,0.5165,4.0,4.8792,3.2541,0.5999,8.1333
2441,52.0,female,1.0,20.0,26.0,5.0,7.0,1.0,8.0,9.5893,1.4107,0.8718,11.0,1.1717,8.3283,0.1233,9.5,2.1873,6.3127,0.2573,8.5,2.384,1.616,0.596,4.0,3.8493,6.1507,0.3849,10.0
799,30.0,female,1.0,16.0,17.0,3.0,4.0,10.0,2.0,3.3442,3.1558,0.5145,6.5,2.1402,2.3598,0.4756,4.5,2.0448,2.4552,0.4544,4.5,2.8875,2.1125,0.5775,5.0,3.9453,3.2547,0.548,7.2
3071,58.0,male,1.0,15.0,20.0,5.0,5.0,1.0,2.0,6.0161,2.9839,0.6685,9.0,2.2121,5.6212,0.2824,7.8333,2.4271,4.7396,0.3387,7.1667,2.063,1.937,0.5158,4.0,3.5522,4.7811,0.4263,8.3333
724,20.0,female,3.0,14.0,6.0,0.0,3.0,7.0,3.0,3.2534,7.7466,0.2958,11.0,7.5937,1.9063,0.7993,9.5,5.8503,2.6497,0.6883,8.5,1.4954,2.0046,0.4273,3.5,5.9533,2.8467,0.6765,8.8
337,73.0,female,1.0,15.0,17.0,1.0,4.0,2.0,7.0,5.1978,5.0522,0.5071,10.25,4.5454,3.2879,0.5803,7.8333,3.7171,3.4496,0.5187,7.1667,2.14,1.86,0.535,4.0,5.0639,3.2694,0.6077,8.3333
2736,58.0,female,1.0,20.0,25.0,0.0,2.0,1.0,3.0,3.2821,7.7179,0.2984,11.0,6.3371,3.1629,0.6671,9.5,5.5873,2.9127,0.6573,8.5,1.8401,1.6599,0.5257,3.5,7.8373,2.1627,0.7837,10.0
455,22.0,female,1.0,16.0,8.0,2.0,2.0,4.0,0.0,1.8864,7.1136,0.2096,9.0,5.7121,2.1213,0.7292,7.8333,4.1643,3.0024,0.5811,7.1667,2.223,2.277,0.494,4.5,5.8609,2.6724,0.6868,8.5333
535,37.0,female,2.0,12.0,16.0,0.0,3.0,2.0,4.0,3.8879,7.1121,0.3534,11.0,6.5677,2.9323,0.6913,9.5,10.5228,2.9772,0.7795,13.5,1.631,1.869,0.466,3.5,5.5405,2.8595,0.6596,8.4
1926,23.0,male,1.0,16.0,16.0,5.0,6.0,1.0,8.0,8.877,2.123,0.807,11.0,2.1359,5.6974,0.2727,7.8333,2.1099,5.0568,0.2944,7.1667,2.164,1.836,0.541,4.0,3.2748,5.2586,0.3838,8.5333
2868,36.0,male,3.0,14.0,21.0,4.0,4.0,1.0,7.0,6.5382,3.7118,0.6379,10.25,2.3228,3.8439,0.3767,6.1667,2.9649,2.8684,0.5083,5.8333,2.6201,1.8799,0.5822,4.5,3.7222,3.7445,0.4985,7.4667
581,49.0,female,1.0,13.0,16.0,6.0,6.0,2.0,2.0,8.2646,2.7354,0.7513,11.0,2.0267,7.4733,0.2133,9.5,2.1579,6.3421,0.2539,8.5,1.6004,1.8996,0.4573,3.5,2.8255,5.7745,0.3285,8.6
952,50.0,female,1.0,20.0,23.0,2.0,4.0,2.0,4.0,3.9665,4.0335,0.4958,8.0,2.9263,3.2404,0.4745,6.1667,2.9011,2.9322,0.4973,5.8333,2.673,1.827,0.594,4.5,5.4282,3.2384,0.6263,8.6667
2556,19.0,female,1.0,14.0,10.0,3.0,6.0,4.0,0.0,4.3604,4.6396,0.4845,9.0,3.4289,4.4044,0.4377,7.8333,2.5532,4.6134,0.3563,7.1667,2.6475,2.3525,0.5295,5.0,3.6706,4.4627,0.4513,8.1333
3209,75.0,male,2.0,12.0,10.0,0.0,7.0,1.0,4.0,6.7367,4.2633,0.6124,11.0,5.1338,4.3662,0.5404,9.5,8.0028,5.4972,0.5928,13.5,1.547,1.953,0.442,3.5,3.87,4.53,0.4607,8.4
1610,48.0,female,1.0,14.0,20.0,3.0,4.0,1.0,3.0,3.911,3.339,0.5394,7.25,1.9818,2.5182,0.4404,4.5,2.0232,2.4768,0.4496,4.5,2.9412,2.0588,0.5882,5.0,3.6084,3.1916,0.5306,6.8
450,46.0,male,2.0,20.0,19.0,4.0,5.0,2.0,4.0,5.0912,2.9088,0.6364,8.0,2.1962,3.9705,0.3561,6.1667,6.1967,4.6367,0.572,10.8333,2.601,1.899,0.578,4.5,4.4044,4.2623,0.5082,8.6667
47,83.0,female,1.0,16.0,19.0,6.0,4.0,2.0,2.0,7.0706,3.9294,0.6428,11.0,2.8006,6.6994,0.2948,9.5,3.0124,5.4876,0.3544,8.5,1.6818,1.8182,0.4805,3.5,4.1617,5.0383,0.4524,9.2
716,37.0,male,1.0,16.0,17.0,3.0,4.0,1.0,8.0,6.7186,4.2814,0.6108,11.0,2.1402,2.3598,0.4756,4.5,2.0448,2.4552,0.4544,4.5,3.075,1.925,0.615,5.0,3.9237,3.2763,0.545,7.2
406,85.0,female,2.0,8.0,8.0,1.0,4.0,1.0,6.0,4.8753,4.6247,0.5132,9.5,5.169,2.6644,0.6599,7.8333,8.3934,3.7733,0.6899,12.1667,1.866,2.134,0.4665,4.0,3.6688,3.2646,0.5291,6.9333
2204,22.0,female,1.0,14.0,20.0,1.0,3.0,4.0,0.0,2.0427,6.9573,0.227,9.0,4.7031,3.1302,0.6004,7.8333,4.0344,3.1323,0.5629,7.1667,1.998,2.002,0.4995,4.0,5.4491,2.6842,0.67,8.1333
